Age,Lumped_Age,Genus,Species,Size,Clade1,Clade2,McHenry_shape1,McHenry_shape2,Pierce_shape,Shape,Shape_clade,image
Juvenile,two,Alligator,A. mississippiensis,2.25,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_MCZ161018_dorsal.JPG'
Juvenile,two,Alligator,A. mississippiensis,1.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_MCZ17706_dorsal.JPG'
Adult,three,Alligator,A. mississippiensis,2.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_MCZ33949_dorsal.JPG'
Juvenile,two,Alligator,A. mississippiensis,1.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_MCZ61221_dorsal.JPG'
Subadult,three,Alligator,A. mississippiensis,2.5,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_MCZ81457_dorsal.JPG'
Juvenile,two,Alligator,A. mississippiensis,2,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-253_Dorsal_merged.jpg'
Adult,three,Alligator,A. mississippiensis,2.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-4135_Dorsal_merged.jpg'
Adult,three,Alligator,A. mississippiensis,2.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-4863_Dorsal_merged.jpg'
Adult,three,Alligator,A. mississippiensis,2.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-4864_Dorsal_merged.jpg'
Juvenile,two,Alligator,A. mississippiensis,1.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-6707_Dorsal.JPG'
Adult,three,Alligator,A. mississippiensis,2.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-67_Dorsal_merged.jpg'
Adult,three,Alligator,A. mississippiensis,2.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-7388_Dorsal_merged.jpg'
Juvenile,two,Alligator,A. mississippiensis,1.5,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-7467_Dorsal_merged.jpg'
Subadult,three,Alligator,A. mississippiensis,2.5,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-7487_Dorsal_merged.jpg'
Subadult,three,Alligator,A. mississippiensis,2.5,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-7488_Dorsal_merged.jpg'
Subadult,three,Alligator,A. mississippiensis,2.5,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-7846_Dorsal.JPG'
Juvenile,two,Alligator,A. mississippiensis,1.75,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-8664_Dorsal.JPG'
Subadult,three,Alligator,A. mississippiensis,2.25,Alligatoroidea,Alligatoroidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_mississippiensis_TMM-M-983_Dorsal_merged.jpg'
Juvenile,two,Alligator,A. sinensis,2.25,Alligatoroidea,Alligatoroidea,Brevirostine,Brevirostine,Short_Narrow,Moderate,Moderate: Alligatoridae,'A_sinensis_MCZ17550_dorsal.JPG'
Juvenile,two,Crocodylus,C. acutus,2,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_MCZ17599_dorsal_merged.jpg'
Subadult,three,Crocodylus,C. acutus,2.25,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_MCZ4041_dorsal.JPG'
Juvenile,two,Crocodylus,C. acutus,1.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_MCZ5002_dorsal.JPG'
Juvenile,two,Crocodylus,C. acutus,2,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_MCZ5007_dorsal.JPG'
Subadult,three,Crocodylus,C. acutus,2.25,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_MCZ5032_dorsal.JPG'
Adult,three,Crocodylus,C. acutus,2.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_MCZ5391_dorsal.JPG'
Adult,three,Crocodylus,C. acutus,2.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_TMM-M-1786_Dorsal.JPG'
Adult,three,Crocodylus,C. acutus,2.5,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_acutus_TMM-M-6040_Dorsal.JPG'
Adult,three,Crocodylus,C. johnsoni,2.5,Crocodyloidea,Crocodyloidea,Longirostrine,Longirostrine,Long_Narrow,Slender,Slender,'C_johnsoni_MCZ58790_dorsal.JPG'
Subadult,three,Crocodylus,C. johnsoni,2.25,Crocodyloidea,Crocodyloidea,Longirostrine,Longirostrine,Long_Narrow,Slender,Slender,'C_johnsoni_TMM-M-6807_Dorsal_merged.jpg'
Subadult,three,Crocodylus,C. moreletii,2.5,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_moreletti_TMM-M-4980_Dorsal.JPG'
Subadult,three,Crocodylus,C. moreletii,2.5,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_moreletti_TMM-M-5491_Dorsal.JPG'
Adult,three,Crocodylus,C. niloticus,2.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Crocodylidae,'C_niloticus_MCZ31565_dorsal.JPG'
Adult,three,Crocodylus,C. niloticus,2.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Crocodylidae,'C_niloticus_MCZ50302_dorsal.JPG'
Juvenile,two,Crocodylus,C. novaeguineae,2,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_novaeguineae_MCZ153040_dorsal.JPG'
Adult,three,Crocodylus,C. novaeguineae,2.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_novaeguineae_MCZ32100_dorsal.JPG'
Subadult,three,Crocodylus,C. novaeguineae,2.5,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Long_Narrow,Slender,Slender,'C_novaeguineae_TMM-M-12618_Dorsal_merged.jpg'
Adult,three,Crocodylus,C. palustris,2.75,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_palustris_MCZ42174_dorsal.JPG'
Juvenile,two,Crocodylus,C. porosus,2.25,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Crocodylidae,'C_porosus_MCZ43743_dorsal_merged.jpg'
Juvenile,two,Crocodylus,C. porosus,2.25,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Narrow,Moderate,Moderate: Crocodylidae,'C_porosus_TMM-M-6805_Dorsal.JPG'
Subadult,three,Crocodylus,C. rhombifer,2.25,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_rhombifer_MCZ33394_dorsal.JPG'
Juvenile,two,Crocodylus,C. rhombifer,2,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_rhombifer_MCZ33600_dorsal.JPG'
Subadult,three,Crocodylus,C. rhombifer,2.5,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_rhombifer_MCZ4042_dorsal.JPG'
Juvenile,two,Crocodylus,C. siamensis,2.25,Crocodyloidea,Crocodyloidea,Mesorostrine,Mesorostrine,Short_Broad,Moderate,Moderate: Crocodylidae,'C_siamensis_MCZ17574_dorsal.JPG'
Subadult,three,Caiman,Caiman crocodilus,2.25,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_fuscus_MCZ5031_dorsal.JPG'
Juvenile,two,Caiman,Caiman crocodilus,2.5,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_MCZ32233_dorsal.JPG'
Adult,three,Caiman,Caiman crocodilus,2.5,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_MCZ3557_dorsal.JPG'
Subadult,three,Caiman,Caiman crocodilus,2.25,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_MCZ38661_dorsal.JPG'
Adult,three,Caiman,Caiman crocodilus,2.5,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_MCZ46632_dorsal.JPG'
Subadult,three,Caiman,Caiman crocodilus,2.25,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_MCZ_dorsal.JPG'
Juvenile,two,Caiman,Caiman crocodilus,2.25,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_crocodilus_TMM-M-4557_Dorsal_merged.jpg'
Juvenile,two,Caiman,Caiman crocodilus,1.75,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_sclerops_TMM-M-12048_Dorsal_merged.jpg'
Juvenile,two,Caiman,Caiman crocodilus,1.75,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_sclerops_TMM-M-837_Dorsal.JPG'
Adult,three,Caiman,Caiman crocodilus,2.5,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_TMM-M-1935_Dorsal_merged.jpg'
Juvenile,two,Caiman,Caiman crocodilus,2,Alligatoroidea,Alligatoroidea,Brevirostine,Mesorostrine,Short_Broad,Blunt,Blunt,'Caiman_TMM-M-7365_Dorsal_merged.jpg'
